vraag_id,domain,workbook_id,sheet,sheet_row,component_id,question_text,antwoordtype,repo_update_effect,bewijstype_verplicht,validatiestatus_default,deadline,stakeholderpakket,answer,evidence_type,evidence_reference,correction_or_note,not_my_domain_reroute
D6-DIG-005,D6,d6_validation_workbook,Digitaal-operationeel,11,digitale_en_operationele_infrastructuur,ACP/PZP data-sharing pilots,subcomponent_inventory,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-DIG-006,D6,d6_validation_workbook,Digitaal-operationeel,12,digitale_en_operationele_infrastructuur,Overig,subcomponent_inventory,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-001,D6,d6_validation_workbook,Financiering,7,d6_financiering_budgetafbakening,Inloopvoorzieningen sociaal en gezond,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-002,D6,d6_validation_workbook,Financiering,8,d6_financiering_budgetafbakening,Wijkteams Almere,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-003,D6,d6_validation_workbook,Financiering,9,d6_financiering_budgetafbakening,Stevige Lokale Teams,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-004,D6,d6_validation_workbook,Financiering,10,d6_financiering_budgetafbakening,JGZ Almere,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-005,D6,d6_validation_workbook,Financiering,11,d6_financiering_budgetafbakening,GGD Flevoland-coördinatie,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-006,D6,d6_validation_workbook,Financiering,12,d6_financiering_budgetafbakening,Gezonde School / schoolwelzijn,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-007,D6,d6_validation_workbook,Financiering,13,d6_financiering_budgetafbakening,Kennis & Advies / monitoring / dashboards,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-008,D6,d6_validation_workbook,Financiering,14,d6_financiering_budgetafbakening,Samen Sterker in de Wijk,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-009,D6,d6_validation_workbook,Financiering,15,d6_financiering_budgetafbakening,PGA / Zorgzaam Flevoland / Flever-interface,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-010,D6,d6_validation_workbook,Financiering,16,d6_financiering_budgetafbakening,Digitale en operationele infrastructuur,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-011,D6,d6_validation_workbook,Financiering,17,d6_financiering_budgetafbakening,Burgerinitiatieven en informele steun,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-FIN-012,D6,d6_validation_workbook,Financiering,18,d6_financiering_budgetafbakening,Overig,finance_matrix,d6_finance_matrix_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-INLOOP-001,D6,d6_validation_workbook,Inloopvoorzieningen,7,inloopvoorzieningen_sociaal_en_gezond,Buurtontmoeting / ontmoetingsvoorziening,component_inventory,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-INLOOP-002,D6,d6_validation_workbook,Inloopvoorzieningen,8,inloopvoorzieningen_sociaal_en_gezond,Wijkbudget / bewonersinitiatief,component_inventory,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-INLOOP-003,D6,d6_validation_workbook,Inloopvoorzieningen,9,inloopvoorzieningen_sociaal_en_gezond,Wijkteam-toegangsroute sociaal contact,component_inventory,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-INLOOP-004,D6,d6_validation_workbook,Inloopvoorzieningen,10,inloopvoorzieningen_sociaal_en_gezond,De Schoor buurtkamer / activiteit,component_inventory,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-INLOOP-005,D6,d6_validation_workbook,Inloopvoorzieningen,11,inloopvoorzieningen_sociaal_en_gezond,Vrijwilligers- of mantelzorgsteun,component_inventory,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-001,D6,d6_validation_workbook,SLT,7,stevige_lokale_teams,Formele betekenis: Wat regelt de SLT-besluitroute formeel voor D6?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-002,D6,d6_validation_workbook,SLT,8,stevige_lokale_teams,Betrokken onderdelen: Welke onderdelen vallen onder de gekozen interpretatie?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-003,D6,d6_validation_workbook,SLT,9,stevige_lokale_teams,D6-relatie: Welke D6-relatie past het best?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-004,D6,d6_validation_workbook,SLT,10,stevige_lokale_teams,Schaal: Op welke schaal werkt dit?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-005,D6,d6_validation_workbook,SLT,11,stevige_lokale_teams,Verantwoordelijke eigenaar: Welke partij is verantwoordelijk eigenaar?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-006,D6,d6_validation_workbook,SLT,12,stevige_lokale_teams,Coördinator: Welke partij coördineert?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-007,D6,d6_validation_workbook,SLT,13,stevige_lokale_teams,Financieringslijn: Welke financieringslijn geldt?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-008,D6,d6_validation_workbook,SLT,14,stevige_lokale_teams,"Continuïteit: Is dit structureel, projectmatig of nog open?",mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SLT-009,D6,d6_validation_workbook,SLT,15,stevige_lokale_teams,Bewijstype: Welk type bewijs ondersteunt de keuze?,mandate_interpretation,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-001,D6,d6_validation_workbook,Samen Sterker,7,samen_sterker_in_de_wijk,D6-relatie: Welke beschrijving past bij Samen Sterker in de Wijk?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-002,D6,d6_validation_workbook,Samen Sterker,8,samen_sterker_in_de_wijk,Schaal: Wat is de huidige schaal?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-003,D6,d6_validation_workbook,Samen Sterker,9,samen_sterker_in_de_wijk,Continuïteit: Wat is de huidige continuïteitsstatus?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-004,D6,d6_validation_workbook,Samen Sterker,10,samen_sterker_in_de_wijk,Verantwoordelijke eigenaar: Wie is verantwoordelijk eigenaar?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-005,D6,d6_validation_workbook,Samen Sterker,11,samen_sterker_in_de_wijk,Coördinator: Wie coördineert?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-006,D6,d6_validation_workbook,Samen Sterker,12,samen_sterker_in_de_wijk,Uitvoerder/partner: Wie voert uit of is partner?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-007,D6,d6_validation_workbook,Samen Sterker,13,samen_sterker_in_de_wijk,Financieringslijn: Welke financieringslijn geldt?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
D6-SSW-008,D6,d6_validation_workbook,Samen Sterker,14,samen_sterker_in_de_wijk,Bewijstype: Welk type bewijs ondersteunt de keuze?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,finance_controller,,,,,
