vraag_id,domain,workbook_id,sheet,sheet_row,component_id,question_text,antwoordtype,repo_update_effect,bewijstype_verplicht,validatiestatus_default,deadline,stakeholderpakket,answer,evidence_type,evidence_reference,correction_or_note,not_my_domain_reroute
D6-GS-002,D6,d6_validation_workbook,Gezonde School,8,gezonde_school_mentale_gezonde_school,Verantwoordelijke eigenaar: Wie is verantwoordelijk eigenaar?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-GS-003,D6,d6_validation_workbook,Gezonde School,9,gezonde_school_mentale_gezonde_school,Coördinator: Wie coördineert?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-GS-004,D6,d6_validation_workbook,Gezonde School,10,gezonde_school_mentale_gezonde_school,Uitvoerder/partner: Wie voert uit of is partner?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-GS-005,D6,d6_validation_workbook,Gezonde School,11,gezonde_school_mentale_gezonde_school,Financieringslijn: Welke financieringslijn geldt?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-GS-006,D6,d6_validation_workbook,Gezonde School,12,gezonde_school_mentale_gezonde_school,"Continuïteit: Is dit structureel, projectmatig of nog open?",classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-GS-007,D6,d6_validation_workbook,Gezonde School,13,gezonde_school_mentale_gezonde_school,Schaal: Op welke schaal werkt dit?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-GS-008,D6,d6_validation_workbook,Gezonde School,14,gezonde_school_mentale_gezonde_school,Bewijstype: Welk type bewijs ondersteunt de keuze?,classification_choice,d6_validation_log_or_decision_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-JGZ-001,D6,d6_validation_workbook,JGZ Almere,7,jgz_almere,Reguliere wettelijke JGZ,role_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-JGZ-002,D6,d6_validation_workbook,JGZ Almere,8,jgz_almere,SLT-gerelateerde inzet,role_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-JGZ-003,D6,d6_validation_workbook,JGZ Almere,9,jgz_almere,School-/preventierol,role_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-JGZ-004,D6,d6_validation_workbook,JGZ Almere,10,jgz_almere,Gezins-/jeugdondersteuning,role_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-JGZ-005,D6,d6_validation_workbook,JGZ Almere,11,jgz_almere,Monitoring/advies,role_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-JGZ-006,D6,d6_validation_workbook,JGZ Almere,12,jgz_almere,Overig,role_split_matrix,d6_validation_log_or_register_update,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-MON-001,D6,d6_validation_workbook,Monitoring,7,kennis_advies_monitoring_dashboards,GGD dashboard/monitor,monitoring_matrix,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-MON-002,D6,d6_validation_workbook,Monitoring,8,kennis_advies_monitoring_dashboards,Kennis & Advies rapportage,monitoring_matrix,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-MON-003,D6,d6_validation_workbook,Monitoring,9,kennis_advies_monitoring_dashboards,Gemeentelijke monitor,monitoring_matrix,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-MON-004,D6,d6_validation_workbook,Monitoring,10,kennis_advies_monitoring_dashboards,Regionale programma-monitor,monitoring_matrix,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-MON-005,D6,d6_validation_workbook,Monitoring,11,kennis_advies_monitoring_dashboards,PGA/IZA-monitor,monitoring_matrix,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
D6-MON-006,D6,d6_validation_workbook,Monitoring,12,kennis_advies_monitoring_dashboards,Overig,monitoring_matrix,d6_validation_log_or_ict_privacy_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,ggd_jgz,,,,,
