vraag_id,domain,workbook_id,sheet,sheet_row,component_id,question_text,antwoordtype,repo_update_effect,bewijstype_verplicht,validatiestatus_default,deadline,stakeholderpakket,answer,evidence_type,evidence_reference,correction_or_note,not_my_domain_reroute
D5-SV-001,D5,d5_validation_workbook,Sociaal verwijzen,5,sociaal_verwijzen,Capaciteit brede gesprek huisarts/eerstelijn,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-SV-002,D5,d5_validation_workbook,Sociaal verwijzen,6,sociaal_verwijzen,Brugfunctionaris sociaal domein,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-SV-003,D5,d5_validation_workbook,Sociaal verwijzen,7,sociaal_verwijzen,Brede vraagverheldering en toeleiding,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-SV-004,D5,d5_validation_workbook,Sociaal verwijzen,8,sociaal_verwijzen,Lokalisatie doelgroep in wijken/dorpen,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-SV-005,D5,d5_validation_workbook,Sociaal verwijzen,9,sociaal_verwijzen,"Verwijzers, terugkoppeling en vindbaarheid",dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-SV-006,D5,d5_validation_workbook,Sociaal verwijzen,10,sociaal_verwijzen,Samenhang met MGN en overgewicht volwassenen,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-SV-007,D5,d5_validation_workbook,Sociaal verwijzen,11,sociaal_verwijzen,Financiering brugfunctie,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-001,D5,d5_validation_workbook,Valpreventie,5,valpreventie,Opsporen verhoogd valrisico 65+,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-002,D5,d5_validation_workbook,Valpreventie,6,valpreventie,Valrisico-inschatting bij 14% van 65+,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-003,D5,d5_validation_workbook,Valpreventie,7,valpreventie,Erkende valpreventieve beweeginterventie,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-004,D5,d5_validation_workbook,Valpreventie,8,valpreventie,Jaarlijkse deelname 3% verhoogd-valrisico groep,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-005,D5,d5_validation_workbook,Valpreventie,9,valpreventie,Voorlichting over valpreventie,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-006,D5,d5_validation_workbook,Valpreventie,10,valpreventie,Structureel sport- en beweegaanbod,dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
D5-VAL-007,D5,d5_validation_workbook,Valpreventie,11,valpreventie,"Toeleiding, verwijzing en verantwoordelijkheid deelnemers",dropdown_plus_evidence,validation_log_or_finance_ticket,True,nog_niet_gevraagd,pre_contact_send_readiness,zorgverzekeraar_zvw,,,,,
